NAME,NEWNAME
STUB_WKD[FRI]DCL[MFNOTNYSE],MFNOTNYSE-Sat
STUB_WKD[FRI]DCL[SUNTHURNOHOL],Sunday Through Friday NOHOL
STUB_WKD[MON-THU],Monday and Thursday
STUB_WKD[MON-TUE-THU-FRI-SUN],7DA Except Wednesday and Saturday
STUB_WKD[MON-TUE-WED-SAT-SUN],Saturday Through Wednesday
STUB_WKD[MON-TUE-WED-THU-FRI-SAT-SUN],7DACAL
STUB_WKD[MON-TUE-WED-THU-FRI-SAT],Monday Through Saturday
STUB_WKD[MON-TUE-WED-THU-FRI-SAT]DCL[7DANOHOL],Monday-Saturday NOHOL
STUB_WKD[MON-TUE-WED-THU-FRI-SUN],Sunday Through Friday
STUB_WKD[MON-TUE-WED-THU-FRI-SUN]DYS[2],2CD not Sat
STUB_WKD[MON-TUE-WED-THU-FRI],WEEKDAYS
STUB_WKD[MON-TUE-WED-THU-FRI]DCL[7DACAL]WCL[COPUSWD]DYS[<8],8CD not Sat or Hol
STUB_WKD[MON-TUE-WED-THU-FRI]DCL[7DANOHOL],Monday-Friday NOHOL
STUB_WKD[MON-TUE-WED-THU-FRI]DCL[COPUSWD],COPUSWD
STUB_WKD[MON-TUE-WED-THU-FRI]DCL[SAPNOTPD]WCL[COPUSWD]DYS[ALL],Workdays not Paydays
STUB_WKD[MON-TUE-WED-THU-FRI]DYS[4]MIU[JUL],July 4th if Weekday
STUB_WKD[MON-TUE-WED-THU-FRI]WCL[COPUKWD],COPUKWD
STUB_WKD[MON-TUE-WED-THU-SAT-SUN],7DA Except Friday
STUB_WKD[MON-TUE-WED-THU-SUN],Sunday Through Thursday
STUB_WKD[MON-TUE-WED-THU-SUN]DYS[1-2-3-4-5-6-7-8-9-10-11-12-13-1,Sunday Through Thursday December1-29
STUB_WKD[MON-TUE-WED-THU-SUN]MIU[JAN-FEB-MAR-APR-MAY-JUN-JUL-AUG,Sunday Through Thursday Except December
STUB_WKD[MON-TUE-WED-THU],Monday Through Thursday
STUB_WKD[MON-TUE-WED-THU]DCL[MFNOTNYSE],MFNOTNYSE-NotFri
STUB_WKD[MON-TUE],Monday and Tuesday
STUB_WKD[MON-WED-FRI],Monday Wednesday and Friday
STUB_WKD[MON-WED],Monday and Wednesday
STUB_WKD[MON],Monday
STUB_WKD[MON]DYS[1],Monday and 1CD
STUB_WKD[MON]DYS[25],Monday and 25CD
STUB_WKD[SAT-SUN],Weekend
STUB_WKD[SAT-SUN]DCL[COPUSWD],Workdays and Weekend
STUB_WKD[SAT-SUN]DCL[COPUSWD]DYS[ALL],Workdays and Weekend
STUB_WKD[SAT-SUN]DCL[HOLONLY]DYS[ALL],Weekends and Holidays
STUB_WKD[SAT-SUN]DYS[L1],LCD if Not WD
STUB_WKD[SAT],Saturday
STUB_WKD[SAT]DCL[COPUSWD]DYS[ALL],Workdays and Saturday
STUB_WKD[SAT]DYS[2],Saturday if 2CD
STUB_WKD[SAT]DYS[8],Friday if 7CD
STUB_WKD[SUN-MON-TUE-WED-SAT],Saturday Through Wednesday
STUB_WKD[SUN-MON-TUE-WED-THU-FRI],Sunday Through Friday
STUB_WKD[SUN-MON-TUE-WED-THU-SAT],7DA Except Friday
STUB_WKD[SUN-MON-TUE-WED-THU],Sunday Through Thursday
STUB_WKD[SUN-MON-TUE-WED-THU]WCL[COPUSWD],Sunday Through Thursday
STUB_WKD[SUN-MON-TUE-WED],Sunday Through Wednesday
STUB_WKD[SUN-SAT],Weekend
STUB_WKD[SUN-SAT]DCL[COPUSWD]DYS[ALL],Workdays and Weekend
STUB_WKD[SUN-WED],Sunday and Wednesday
STUB_WKD[SUN],Sunday
STUB_WKD[SUN]DCL[COPUSWD],Workdays and Sunday
STUB_WKD[SUN]DCL[COPUSWD]DYS[ALL],Workdays and Sunday
STUB_WKD[SUN]DCL[SUNTHURNOHOL],Sunday Unless Monday is Holiday
STUB_WKD[SUN]DYS[1-2-3-4-5-6-7]MIU[FEB],First Sunday in February
STUB_WKD[SUN]DYS[ALL],7DACAL
STUB_WKD[SUN]DYS[L1-L2-L3-L4-L5-L6-L7]MIU[DEC],Last Sunday in December
STUB_WKD[SUN]MIU[APR-MAY],Sundays in April and May
STUB_WKD[SUN]MIU[JAN],Sundays in January
STUB_WKD[THU],Thursday
STUB_WKD[TUE-FRI],Tuesday and Friday
STUB_WKD[TUE-SAT],Tuesday and Saturday
STUB_WKD[TUE-SUN],Sunday and Tuesday
STUB_WKD[TUE-THU-FRI-SUN],Sunday Tuesday Thursday and Friday
STUB_WKD[TUE-THU-SUN],Sunday Tuesday and Thursday
STUB_WKD[TUE-THU],Tuesday and Thursday
STUB_WKD[TUE-WED-FRI],Tuesday Wednesday and Friday
STUB_WKD[TUE-WED-THU-FRI-SAT],Tuesday Through Saturday
STUB_WKD[TUE-WED-THU-FRI],Tuesday Through Friday
STUB_WKD[TUE],Tuesday
STUB_WKD[WED-SAT],Wednesday and Saturday
STUB_WKD[WED-SUN],Sunday and Wednesday
STUB_WKD[WED-SUN]DCL[SUNTHURNOHOL],Sunday and Wednesday NOHOL
STUB_WKD[WED],Wednesday
STUB_WKD[WED]DCL[COPUSWD]DYS[D2],Wednesday and 2WD
STUB_DCL[SAP99],SAP99
STUB_DCL[LASTCD],LASTCD
STUB_DCL[13WDSAT]MIU[JAN],13WDSAT
