JOBNAME,PROGNAME,VARIANT,PDEST,PRCOP,PLIST,PRTXT,PRBER
H10PA037,ZHRPAI_GLOBAL_COMP_UPDATE,PROD US UPDATE,HSCP,001,H10PA037_001,HR: Process US Salary Adjustments from CE - UPDATE,SHRPA_10_001
H10PA038,ZHRPAI_GLOBAL_TASK_MONITOR,US PROD 3,HSCS,001,H10PA038_001,US Hire Date Follow-Up Task Monitor,SHRPA_10
H10PA039,ZHRPAI_GLOBAL_TASK_MONITOR,US PROD 4,BVMV,001,H10PA039_001,US Gen Release Recvd Task Monitor,SHRPA_10_001
H10PA040,ZHRPAI_GLOBAL_TASK_MONITOR,US PROD 5,BVMV,001,H10PA040_001,US Garnish Followup & VCIP Exclude Task Monitor,SHRPA_10_001
H10PA041,ZHRPAI_GLOBAL_TASK_MONITOR,US PROD 6,BVMV,001,H10PA041_001,US Annual Recertification Task Monitor (task type 49),SHRPA_10_001
H10PA042,ZHRPAI_GLOBAL_TASK_MONITOR,US PROD 7,BVMV,001,H10PA042_001,US Annual Recertification Task Monitor (task type 50),SHRPA_10_001
H10PA054,ZHRPAI_10_PANDEMIC_EXTRACT,PROD RUN,,001,H10PA054_001,,SHRPA_10
H10PA055,ZHRPAI_10_SERVICE_AWD_OUTBOUND,PROD RUN,HSCP,001,H10PA055_001,HR US Service Awards Outbound Interface,SHRPA_10_002
H10PA056,ZUNIXCPY,H10PA056_001,HSCP,001,H10PA056_001,HR-10-PA: Copy US Expat Update file from eGate,SHRPA_10_002
H10PA058,ZHRPAR_GLOBAL_ACTION_REPORT,PROD RUN - NHR,HSCP,001,H10PA058_001,HR:10 Newhire/Rehire File/Report,SHRPA_10_002
H10PA061,ZHRBNI_10_SAV_ADP_DEMOG,PROD RUN,HSCP,001,H10PA061_001,ADP Demographics Extract for Heritage Burlington Non-Qualified Plan,SHRPA_10
H10PA063,ZHRPAC_UPDATE_IT0194,PROD RUN,HSCP,001,H10PA063_001,Load Garnishment Data,SHRPA_10_001
H10PA071,ZHRPAI_10_EMP_MISC_EXTRACT,H10PA071_001,HSCP,001,H10PA071_001,HR:10:PY Employee MISC detail for oracle,SHRPY_10
H10PA080,Y0100114,PRODUCTION,HSCS,001,H10PA080_001,,SHRPA_10_001
H10PA081,ZHRPDR_GLOBAL_OM_AUDIT_RPT,H10PA081_001,HSCS,001,H10PA081_001,,SHRPA_10
H10PA082,ZHRPDR_GLOBAL_OM_AUDIT_RPT,H10PA082_001,HSCS,001,H10PA082_001,,SHRPA_10
H10PA083,ZHRPAR_10_EEO_AUDIT_REPORT,H10PA083_001,HSCS,001,H10PA083_001,,SHRPA_10
H10PA085,Y0100488,PROD,HSCS,001,H10PA085_001,,SHRPA_10
H10PA620,ZHRPAI_10_BS_DEMO_OUTBOUND,H10PA620_001,HSCS,001,H10PA620_001,HR BSC Demographic Outbound Interface,SHRPA_10_002
H10PA623,ZUNIXCPY,H10PA623_001,HSCS,001,H10PA623_001,,SHRPA_10
H10PA633,ZHRPAI_10_FD_DEMOGRAPHICS,H10PA633_001,HSCS,001,H10PA633_001,,SHRPA_10
H10PA634,ZHRPAI_10_FD_DEMO_COMPARE,H10PA634_001,HSCS,001,H10PA634_001,Fidelity Outbound Demographic Reports,SHRPA_10
H10PA639,ZUNIXCPY,H10PA639_001,HSCS,001,H10PA639_001,,SHRPA_10
H10PD001,ZHRPDI_POSITION_HIERARCHY,PRODUCTION RUN,HSCP,001,H10PD001_001,HR: Data warehouse - Position Hierarchy Extract,SHRPA_10_002
H10PD002,ZHRPDI_POSITION_EXTRACT_CD,PRODUCTION RUN,HSCP,001,H10PD002_001,HR: Data warehouse - Position Extract CD,SHRPA_10_002
H10PD003,ZHRPDI_POSITION_EXTRACT,PRODUCTION RUN,HSCP,001,H10PD003_001,HR: Data warehouse - Position Extract,SHRPA_10_002
H10PD004,ZHRPDI_ORG_HISTORY_EXTRACT,PRODUCTION RUN,HSCP,001,H10PD004_001,HR: Data Warehouse - Org History Extract,SHRPA_10_002
H10PD005,ZHRPDI_PD_OBJECT_EXTRACT,PRODUCTION RUN,HSCP,001,H10PD005_001,HR: Data Warehouse - PD Object Extract,SHRPA_10_002
H10PD007,ZHRPDI_POSITION_AUTH_LMT,PROD RUN,HSCP,001,H10PD007_001,,SHRPA_10_002
H10PD010,ZHRPDI_POSITION_EXTRACT_CD,DAILY RUN,HSCP,001,H10PD010_001,HR: Data warehouse - Position Extract CD,SHRPA_10_002
H10PT014,ZCATSAPP,US BW UNAPP,HSCS,001,H10PT014_001,,SHRPA_10
H10PT015,ZCATSAPP,US SM UNAPP,HSCS,001,H10PT015_001,,SHRPA_10
H10PT017,RPCS0000,H10PT017,HSCS,001,H10PT017_001,CATS Transfer to HR - Splitter,SHRPA_10
H10PT018,RPTEXTPT,US REPEAT,HSCS,001,H10PT018_001,US Repeat Time Transfer Report,SHRPA_10_001
H10PT019,RPCS0000,H10PT019,HSCS,001,H10PT019_001,US Time Evaluation Report,SHRPA_10
H10PT024,RPCS0000,H10PT024,HSCS,001,H10PT024_001,CATS Auto-Approval (Job Scheduling Step),SHRPA_10
H10PT025,RPCS0000,H10PT025,HSCS,001,H10PT025_001,CATS Auto-Approval (Job Scheduling Step),SHRPA_10
H10PT026,ZUNIXCPY,H10PT026_CREW,HSCT,001,H10PT026_001,NS5 to CATS - Backup Crewlist File,SHRPA_10_001
H10PT027,ZHRPTR_10_DUE_BACK,H10PT027_001,HSCS,001,H10PT027_001,Polar Marine - Due Back Report,SHRPA_10
H10PT028,ZHRPTR_CATS_TS_REPORT,CATSPARENTALLV,HSCS,001,H10PT028_001,CATS Parental Leave Report,SHRPA_10
H10PT029,RPCS0000,H10PT029,HSCS,001,H10PT029_001,Annual US Time Evaluation Report,SHRPA_10
H10PT030,ZHRPYI_10_NS5_CATS,TEST RUN,HSCT,001,H10PT030_001,NS5 to CATS - Test - Create Idoc,SHRPA_10_001
H10PT031,RPCS0000,H10PT031,HSCS,001,H10PT031_001,Quota Retro Corrections,SHRPA_10
H10PT033,RPCS0000,H10PT033_TRAN,HSCS,001,H10PT033_001,Initial CATS Transfer to HR - Scheduler,SHRPA_10
H10PT034,RPCS0000,H10PT034_APPR,HSCS,001,H10PT034_001,CATS Approval of Regular time for Payroll Area UD - Scheduler,SHRPA_10
H10PT036,ZHRPTR_CATSTIME,US BW NO TIME,HSCS,001,H10PT036_001,Bi-Weekly Missing CATS Time,SHRPA_10_001
H10PT037,ZHRPTU_GLOBAL_CATS_CC_SYNC,US PROD CY,HSCS,001,H10PT037_001,US Global CATS Cost Center Sync - Daily,SHRPA_10_001
H10PT038,ZHRPTU_GLOBAL_CATS_CC_SYNC,US PROD CY PM,HSCS,001,H10PT038_001,US CATS Cost Center Sync - Monthly Sweeper,SHRPA_10_001
H10PT040,RCATS_DISPLAY_ACTIVITIES,PROD-UD NO PAY,HSCP,001,H10PT040_001,"""NO PAY"" Report For Payroll Area UD",SHRPA_10
H10PT042,RCATS_DISPLAY_ACTIVITIES,PROD-UF NO PAY,HSCP,001,H10PT042_001,"""NO PAY"" Report For Payroll Area UF",SHRPY_10
H10PT043,RCATS_DISPLAY_ACTIVITIES,PROD-UG NO PAY,HSCP,001,H10PT043_001,"""NO PAY"" Report For Payroll Area UG",SHRPA_10
H10PT044,ZHRPTI_GLOBAL_CATS_AUTO_APPR,US_SNE_YEAREND,HSCS,001,H10PT044_001,CATS Year-end Auto Approval for US,SHRPA_10
H10PT045,RPTPSH10,P_SUBSTITUTION,HSCP,001,H10PT045_001,,SHRP
H10PT046,ZHRPYU_10_TIME_EVAL_TERMS,PRODRUN,HSCP,001,H10PT046_001,IT0003 Update for Terms,SHRPY_10
H10PY001,RPLWCOU0,US PROD RUN,HSCS,001,H10PY001_001,HR:10: Worker's Compensation Report,SHRPY_10
H10PY002,ZHRPYI_10_FSA_OUTBOUND_US,H10PY002_001,HSCP,001,H10PY002_001,HR:10 FSA Extract to AETNA,SHRPY_10
H10PY006,ZUNIXCPY,H10PY006_002,HSCP,001,H10PY006_001,,SHRPY_10
H10PY008,ZUNIXCPY,H10PY008_000,HSCS,001,H10PY008_001,,SHRPY_10
H10PY009,ZUNIXCPY,H10PY009_000,HSCS,001,H10PY009_001,,SHRPY_10
H10PY010,ZUNIXCPY,H10PY010_000,HSCS,001,H10PY010_001,,SHRPY_10
H10PY018,ZHRPYI_10_TALX_OUTBOUND,PROD RUN,HSCS,001,H10PY018_001,HR-10-PY: TALX Extract Report,SHRPY_10
H10PY019,ZHRPYI_10_ANDAS_UPDATE,PROD RUN,HSCP,001,H10PY019_001,HR-10-PY: ANDAS Updates,SHRPY_10
H10PY020,ZHRPYI_10_PAC_COMERICA,PRODUCTION RUN,HSCS,001,H10PY020_001,PAC - Outbound - deductions to DDC,SHRPY_10
H10PY021,ZHRPAI_10_PAC_DEMOGRAPHIC_OUT,PRODUCTION RUN,HSCP,001,H10PY021_001,PAC Demographic Interface,SHRPY_10
H10PY022,ZHRPAI_10_PAC_MEMBERSHIP_AD,PRODUCTION RUN,HSCP,001,H10PY022_001,PAC Membersip AD,SHRPY_10
H10PY023,ZHRBNI_10_SAV_SSF_ELIG_FILE,PROD RUN,HSCP,001,H10PY023_001,,SHRPY_10
H10PY024,ZHRBNI_10_SAV_COMP_50_RPT,PROD RUN,HSCP,001,H10PY024_001,,SHRPY_10
H10PY025,ZHRPYI_10_STOCK_PURCH_MELLON,PRODUCTION RUN,HSCS,001,H10PY025_001,Stock Purchase Deductions - Mellon,SHRPY_10
H10PY027,ZUNIXCPY,H10PY027_000,HSCS,001,H10PY027_001,,SHRPY_10
H10PY028,ZUNIXCPY,H10PY028_000,HSCS,001,H10PY028_001,,SHRPY_10
H10PY030,ZHRPYU_10_SPECIAL_PAY_ITEMS,PRODUCTION RUN,HSCP,001,H10PY030_001,Special Pay Generation,SHRPY_10
H10PY041,ZHRPYI_10_PAY_4_DATA_WAREHOUSE,H10PY041_001,HSCP,001,H10PY041_001,HR:10:PY CHECK header detail for oracle,SHRPY_10
H10PY042,ZUNIXCPY,H10PY042_001,HSCP,001,H10PY042_001,,SHRPY_10
H10PY047,ZWAIT,ZWAIT_1800,HSCP,001,H10PY047_001,,SHRPY_10
H10PY049,ZUNIXCPY,H10PY049_001,HSCS,001,H10PY049_001,,SHRPY_10
H10PY050,ZUNIXCPY,H10PY050_001,HSCS,001,H10PY050_001,,SHRPY_10
H10PY051,ZHRPYR_10_RELO_REM_STMT_LIST,H10PY051_001,HSCS,001,H10PY051_001,,SHRPA_10
H10PY052,RPCADJU0,US PAYROLL ADJ,HSCT,001,H10PY052_001,US IT0221 Not Processed Report,SHRPY_10
H10PY055,ZTABCONT,ZHRPY_INT_RUN,HSCS,001,H10PY055_001,Backup Payroll Interface Framework table ZHRPY_INT_RUN,SHRPY_10
H10PY056,ZHRPYI_10_EMPLOYEE_RECEIVABLES,US PROD RUN,HSCT,001,H10PY056_001,Employee Receivables to FI,SHRPY_10
H10PY057,ZHRPYI_10_PAYFIPOST_WAREHOUSE,PROD RUN,HSCS,001,H10PY057_001,US Payroll FI Posting Warehouse Extract,SHRPY_10
H10PY058,ZHRPYI_10_VCIP_IT0267_LOAD,TEST MODE,HSCS,001,H10PY058_001,HR:10:PY - VCIP Load To IT0267,SHRPY_10
H10PY059,ZHRPYR_10_401K_LIMIT_LETTERS,PRODUCTION RUN,HSCS,001,H10PY059_001,Create 401K limits reached letters / emails,SHRPY_10
H10PY061,ZHRPYI_10_NORWAY_NET_OUT,PROD_MONTHLY,HSCP,001,H10PY061_001,HR:10:PY - Norway Monthly Net Out,SHRPY_20
H10PY062,ZHRPYR_10_INSURANCE_RECON,H10PY062_001,HSCP,001,H10PY062_001,HR:10:PY Insurance Reconcilement,SHRPY_10
H10PY063,ZHRPYR_10_SPECIAL_PAY_LETTERS,H10PY063_001,HSCP,001,H10PY063_001,HR:10:PY Dividend Equivalent Email Detail,SHRPY_10
H10PY064,ZUNIXCPY,H10PY064_001,HSCP,001,H10PY064_001,HR:10:PY United Way Inbound Interface,SHRPY_10
H10PY065,ZHRPYI_10_ADT_TO_VANGUARD,H10PY065_001,HSCP,001,H10PY065_001,HR:10:PY ADT to Vanguard Control Report,SHRPY_10
H10PY068,ZHRPYR_10_SAVINGS_LIMIT_RPT,PROD RUN,HSCP,001,H10PY068_001,Savings Limit Exception Report,SHRPA_10_002
H10PY069,ZHRPYR_10_SAVINGS_EXCEPTION,PROD RUN,HSCP,001,H10PY069_001,Savings Deduction Exception Report,SHRPA_10_002
H10PY071,ZHRPYI_10_HSA_OUTBOUND_BOA,PROD RUN,HSCS,001,H10PY071_001,US HSA Payroll Deductions,SHRPY_10
H10PY072,ZHRPYI_10_EARNINGS_OUTBOUND,H10PY072_001,HSCP,001,H10PY072_001,,SHRPY_10
H10PY073,ZHRPYI_10_CRT_TCRT_EXTRACT,PROD_RUN,HSCS,001,H10PY073_001,Payroll Extract from CRT/TCRT to Data Warehouse,SHRPY_10
H10PY074,ZUNIXCPY,H10PY074_001,HSCS,001,H10PY074_001,Domestic Relocation Year End,SHRPY_10
H10PY075,ZUNIXCPY,H10PY075_001,HSCS,001,H10PY075_001,,SHRPY_10
H10PY077,ZHRPYI_GLOBAL_VCIP_EARNINGS,PROD RUN,HSCS,001,H10PY077_001,VCIP Extract Control Report,SHRPY_10
H10PY093,ZHRPYR_10_VENDOR_AUDIT,PROD RUN,HSCS,001,H10PY093_001,HR-10: Vendor Audit Report,SHRPY_10
H10PY096,RPCSC000,H10PY096,HSCP,001,H10PY096_001,,SHRPY_10
H10PY097,RPCSC000,H10PY097,HSCP,001,H10PY097_001,,SHRPY_10
H10PY098,RPCS0000,H10PY098,HSCP,001,H10PY098_001,,SHRPY_10
H10PY099,ZHRPYI_10_VCIP_IT0267_LOAD,UPDATE MODE,HSCS,001,H10PY099_001,HR:10:PY - VCIP Load To IT0267,SHRPY_10
H10PY100,RPCSC000,H10PY100,HSCP,001,H10PY100_001,US Payroll UD Simulation Run,SHRPY_10
H10PY101,RPCSC000,H10PY101,HSCP,001,H10PY101_001,US Payroll UD Production Run,SHRPY_10
H10PY102,RPCSC000,H10PY102,HSCP,001,H10PY102_001,US Payroll UD Correction Run MCW,SHRPY_10
H10PY103,ZHRPYI_10_CLEAR_IT0003,H10PY103_001,HSCS,001,H10PY103_001,HR US Payroll - UD - Infotype 0003 Payroll Dates Deletion,SHRPY_10
H10PY104,ZUNIXCPY,H10PY104_01,HSCS,001,H10PY104_01,,SHRPY_10
H10PY110,RPCS0000,H10PY110,HSCP,001,H10PY110_001,UD Semi-monthly FI Posting Simulation Run,SHRPY_10
H10PY111,RPCS0000,H10PY111,HSCP,001,H10PY111_001,UD Semi-monthly 3PR Evaluation - Test,SHRPY_10
H10PY112,RPCDTCU0,UD TEST RUN,HSCP,001,H10PY112_001,UD Semi-monthly PreDME Test Run,SHRPY_10
H10PY113,H99CWTR0,US BANKXFER UD,HSCP,001,H10PY113_001,UD Wage Type Rpt - Bank Transfer Amounts,SHRPY_10
H10PY114,RPCPRRU0,US CLAIM UD,HSCP,001,H10PY114_001,UD Wage Type Rpt - Claims,SHRPY_10
H10PY115,H99CWTR0,US NOPAY UD,HSCP,001,H10PY115_001,UD Wage Type Rpt - No Pay with Imputed Income,SHRPY_10
H10PY116,H99CWTR0,US COMPARE UD,HSCP,001,H10PY116_001,UD Wage Type Reporter - Prior Period Compare,SHRPY_10
H10PY117,H99CWTR0,US DEDN UD,HSCP,001,H10PY117_001,UD Wage Type Reporter - Deductions,SHRPY_10
H10PY118,H99CWTR0,US SAVINGS UD,HSCP,001,H10PY118_001,UD Wage Type Reporter - Savings,SHRPY_10
H10PY119,H99CWTR0,US HEWITT UD,HSCP,001,H10PY119_001,UD Wage Type Reporter - Hewitt,SHRPY_10
H10PY120,RPCLMRU0,UD TEST,HSCP,001,H10PY120_001,UD Semi-monthly Overpaymt Recovery - Test Run,SHRPY_10
H10PY125,ZHRPYR_PAYROLL_WRAPPER,US PAYROLL UD,HSCP,001,H10PY125_001,UD Payroll Wrapper,SHRPY_10
H10PY131,RPCS0000,H10PY131,HSCP,001,H10PY131_001,UD Semi-monthly 3PR Evaluation - Prod,SHRPY_10
H10PY132,RPURMP00,3PR SIM SM,HSCS,001,H10PY132_001,,SHRPY_10
H10PY133,H99CWTR0,US BANKXFER UD,HSCP,001,H10PY133_001,,SHRPY_10
H10PY135,RPCLMRU0,UD PROD,HSCP,001,H10PY135_001,UD Semi-monthly Overpaymt Recovery - Prod Run,SHRPY_10
H10PY141,ZHRPYI_10_CLEAR_IT0003,H10PY141_001,HSCP,001,H10PY141_001,,SHRPY_10
H10PY142,ZJOBNTFY,H10PY142,HSCP,001,H10PY142_001,SAP HR - HRSS Payroll Exit - UD,SHRPY_10
H10PY143,ZJOBNTFY,H10PY143,HSCP,001,H10PY143_001,SAP HR - Payroll Sim Processing Completion Notification - UD,SHRPY_10
H10PY144,ZHRPYU_00_PAYROLL_STATUS_CHECK,H10PY144_UD,HSCP,001,H10PY144_001,SAP HR - HRSS Payroll Exit Check- UD,SHRPY_10
H10PY149,ZJOBNTFY,H10PY149,HSCP,001,H10PY149_001,SAP HR Marker UD,SHRPY_10
H10PY199,ZHRPYR_00_NO_PAY_REPORT,H10PY199,HSCT,001,H10PY199_001,No Pay Report for Payroll Area UD,SHRPY_10
H10PY200,RPCSC000,H10PY200,HSCP,001,H10PY200_001,US Payroll UF Simulation Run,SHRPY_10
H10PY201,RPCSC000,H10PY201,HSCP,001,H10PY201_001,US Payroll UF Production Run,SHRPY_10
H10PY202,RPCSC000,H10PY202,HSCP,001,H10PY202_001,US Payroll UF Correction Run MCW,SHRPY_10
H10PY203,ZHRPYI_10_CLEAR_IT0003,H10PY203_001,HSCS,001,H10PY203_001,HR US Payroll - UF/UG - IT 0003 Payroll Dates Deletion,SHRPY_10
H10PY210,RPCS0000,H10PY210,HSCP,001,H10PY210_001,UF  FI Posting Simulation Run,SHRPY_10
H10PY211,RPCS0000,H10PY211,HSCP,001,H10PY211_001,UF Biweekly 3PR Evaluation - Test,SHRPY_10
H10PY212,RPCDTCU0,UF TEST RUN,HSCP,001,H10PY212_001,UF Semi-monthly PreDME Test Run,SHRPY_10
H10PY213,H99CWTR0,US BANKXFER UF,HSCP,001,H10PY213_001,UF Wage Type Rpt - Bank Transfer Amounts,SHRPY_10
H10PY214,RPCPRRU0,US CLAIM UF,HSCP,001,H10PY214_001,UF Wage Type Rpt - Claims,SHRPY_10
H10PY215,H99CWTR0,US NOPAY UF,HSCP,001,H10PY215_001,UF Wage Type Rpt - No Pay with Imputed Income,SHRPY_10
H10PY216,H99CWTR0,US COMPARE UF,HSCP,001,H10PY216_001,UF Wage Type Rpt - Compare,SHRPY_10
H10PY217,H99CWTR0,US DEDN UF,HSCP,001,H10PY217_001,UF Wage Type Rpt - Deductions,SHRPY_10
H10PY219,H99CWTR0,US HEWITT UF,HSCP,001,H10PY219_001,UF Wage Type Rpt - Hewitt,SHRPY_10
H10PY220,RPCLMRU0,UF TEST,HSCP,001,H10PY220_001,UF Overpayment Recovery - Test Run,SHRPY_10
H10PY225,ZHRPYR_PAYROLL_WRAPPER,US PAYROLL UF,HSCP,001,H10PY225_001,UF Payroll Wrapper,SHRPY_10
H10PY230,ZHRPYR_POSTING_WRAPPER,US FI POST UF,HSCP,001,H10PY230_001,UF FI Posting Production Run,SHRPY_10
H10PY231,RPCS0000,H10PY231,HSCP,001,H10PY231_001,UF Biweekly 3PR Evaluation - Prod,SHRPY_10
H10PY232,RPURMP00,3PR SIM BW,HSCS,001,H10PY232_001,,SHRPY_10
H10PY233,H99CWTR0,US BANKXFER UF,HSCP,001,H10PY233_001,,SHRPY_10
H10PY235,RPCLMRU0,UF PROD,HSCP,001,H10PY235_001,UF Overpayment Recovery - PROD Run,SHRPY_10
H10PY241,ZHRPYI_10_CLEAR_IT0003,H10PY241_001,HSCP,001,H10PY241_001,,SHRPY_10
H10PY242,ZJOBNTFY,H10PY242,HSCP,001,H10PY242_001,SAP HR - HRSS Payroll Exit - UF,SHRPY_10
H10PY243,ZJOBNTFY,H10PY243,HSCP,001,H10PY243_001,SAP HR - Payroll Sim Processing Completion Notification - UF,SHRPY_10
H10PY244,ZHRPYU_00_PAYROLL_STATUS_CHECK,H10PY244_UF,HSCP,001,H10PY244_001,SAP HR - HRSS Payroll Exit Check - UF,SHRPY_10
H10PY249,ZJOBNTFY,H10PY249,HSCP,001,H10PY249_001,SAP HR Marker UF and UG,SHRPY_10
H10PY253,ZHRPYU_UNPAID_DAYS_ACCRUAL,PRODUCTION,HSCP,001,H10PY253_001,,SHRPY_10
H10PY299,ZHRPYR_00_NO_PAY_REPORT,H10PY299,HSCT,001,H10PY299_001,No Pay Report for Payroll Area UF,SHRPY_10
H10PY301,RPURMP00,3PR SIM OC,HSCS,001,H10PY301_001,,SHRPY_10
H10PY302,ZHRPYR_POSTING_WRAPPER,US 3PR POST,HSCS,001,H10PY302_001,,SHRPY_10
H10PY310,RPCPL7U0,US PROD RUN,HSCS,001,H10PY310_001,HR:10:PY - Garnishment Answer Letters,SHRPY_10
H10PY311,ZHRPYR_10_GARNISH_ENDING,PROD RUN,HSCS,001,H10PY311_001,HR:10:PY - Garnishments Ending report,SHRPY_10
H10PY315,ZHRPYI_PAY_PORTAL_SWEEPER,US PROD RUN,HSCP,001,H10PY315_001,Payroll Portal Sweeper Run,SHRPY_10
H10PY317,RPUOCB00,US W2C RUN,HSCP,001,H10PY317_001,Off-cycle batch processing - W2C,SHRPY_10
H10PY318,RPUOCB00,US ADJ RUN,HSCP,001,H10PY318_001,Off-cycle batch processing - payroll adjustments,SHRPY_10
H10PY320,RPUOCB00,US PROD RUN,HSCP,001,H10PY320_001,Off-cycle Workbench subsequent batch processing,SHRPY_10
H10PY321,ZHRPYI_MASS_OFFCYCLE,US PROD RUN,HSCP,001,H10PY321_001,Mass Off-cycle Processing,SHRPY_10
H10PY322,ZHRPYI_MASS_OFFCYCLE,US PROD ADJ,HSCP,001,H10PY322_001,Mass Off-cycle Adjustments,SHRPY_10
H10PY323,ZHRPYI_MASS_OFFCYCLE,H10PY323_001,HSCS,001,H10PY323_001,Mass Off-cycle No Calc,SHRPY_10
H10PY324,ZHRPYI_MASS_OFFCYCLE,US CORR RUN,HSCS,001,H10PY324_001,,SHRPY_10
H10PY340,ZFI_RFPYHR00,US PAYROLL TMP,HSCP,001,H10PY340_001,,SHRPY_10
H10PY500,RPCSC000,H10PY500,HSCP,001,H10PY500_001,US Payroll UG Simulation Run,SHRPY_10
H10PY501,RPCSC000,H10PY501,HSCP,001,H10PY501_001,US Payroll UG Production Run,SHRPY_10
H10PY502,RPCALCU0,UG CORRECTION,HSCP,001,H10PY502_001,US Payroll UG Correction Run MCW,SHRPY_10
H10PY510,RPCIPE00,US SIM UG,HSCP,001,H10PY510_001,UG FI Posting Simulation Run,SHRPY_10
H10PY511,RPURME00,UG TEST RUN,HSCS,001,H10PY511_001,UG Biweekly 3PR Evaluation - Test,SHRPY_10
H10PY512,RPCDTCU0,UG TEST RUN,HSCP,001,H10PY512_001,UG Semi-monthly PreDME Test Run,SHRPY_10
H10PY513,H99CWTR0,US BANKXFER UG,HSCP,001,H10PY513_001,UG Wage Type Rpt - Bank Transfer Amounts,SHRPY_10
H10PY514,RPCPRRU0,US CLAIM UG,HSCP,001,H10PY514_001,UG Wage Type Rpt - Claims,SHRPY_10
H10PY515,H99CWTR0,US NOPAY UG,HSCP,001,H10PY515_001,UG Wage Type Rpt - No Pay with Imputed Income,SHRPY_10
H10PY516,H99CWTR0,US COMPARE UG,HSCP,001,H10PY516_001,UG Wage Type Rpt - Compare,SHRPY_10
H10PY517,H99CWTR0,US DEDN UG,HSCP,001,H10PY517_001,UG Wage Type Rpt - Deductions,SHRPY_10
H10PY518,H99CWTR0,US SAVINGS UG,HSCP,001,H10PY518_001,UG Wage Type Rpt - Savings,SHRPY_10
H10PY519,H99CWTR0,US HEWITT UG,HSCP,001,H10PY519_001,UG Wage Type Rpt - Hewitt,SHRPY_10
H10PY520,RPCLMRU0,UG TEST,HSCP,001,H10PY520_001,UG Overpaymt Recovery - Test Run,SHRPY_10
H10PY525,ZHRPYR_PAYROLL_WRAPPER,US PAYROLL UG,HSCP,001,H10PY525_001,UG Payroll Wrapper,SHRPY_10
H10PY530,ZHRPYR_POSTING_WRAPPER,US FI POST UG,HSCP,001,H10PY530_001,UG FI Posting Production Run,SHRPY_10
H10PY531,RPURME00,UG PROD RUN,HSCS,001,H10PY531_001,UG Biweekly 3PR Evaluation - Prod,SHRPY_10
H10PY533,H99CWTR0,US BANKXFER UG,HSCP,001,H10PY533_001,,SHRPY_10
H10PY535,RPCLMRU0,UG PROD,HSCP,001,H10PY535_001,UG Overpaymt Recovery - Prod Run,SHRPY_10
H10PY542,ZJOBNTFY,H10PY542,HSCP,001,H10PY542_001,SAP HR - HRSS Payroll Exit - UG,SHRPY_10
H10PY543,ZJOBNTFY,H10PY543,HSCP,001,H10PY543_001,SAP HR - Payroll Sim Processing Completion Notification - UG,SHRPY_10
H10PY544,ZHRPYU_00_PAYROLL_STATUS_CHECK,H10PY544_UG,HSCP,001,H10PY544_001,SAP HR - HRSS Payroll Exit Check - UG,SHRPY_10
H10PY599,ZHRPYR_00_NO_PAY_REPORT,H10PY599,HSCT,001,H10PY599_001,No Pay Report for Payroll Area UG,SHRPY_10
H10PY600,ZHRPYI_10_SUI_EXTRACT,SUI-AK-DT,HSCT,001,H10PY600_001,,SHRPY_10
H10PY601,ZHRPYI_10_W2_EXTRACT,TALX-W2-01,HSCT,001,H10PY601_001,SAP HR - TaxReporter W2 Extract to TALX,SHRPY_10
H10PY602,ZHRPYI_10_SUI_EXTRACT,W2-AK-TAPE,HSCT,001,H10PY602_001,,SHRPY_10
H10PY603,ZHRPYI_10_1099M_EXTRACT,H10PY603,HSCT,001,H10PY603_001,SAP HR - 1099M Extract,SHRPY_10
H10PY604,ZHRPYR_10_1099_BEN_RPT,PRODUCTION RUN,HSCT,001,H10PY604_001,SAP HR - 1099 Beneficiary Extract,SHRPY_10
H10PY605,ZHRPYI_10_ADDRESS_CHGS,CURRENT YEAR,HSCT,001,H10PY605_001,Address changes for U.S. personnel (for state taxes),SHRPY_10
H10PY608,ZHRPYI_10_ADT_TO_VANGUARD,INCREMENT_6_MO,HSCS,001,H10PY608_001,HR:10:PY ADT to VG Report no data,SHRPY_10
H10PY609,ZHRPYR_10_REM_STATEMENT_LIST,H10PY609_001,BVQX,001,H10PY609_001,Remuneration statements for Former Employees,SHRPY_10
H10PY610,ZUNIXDUMMY,H10PY610_001,HSCS,001,H10PY610_001,,SHRPY_10
H10PY613,ZHRPYI_10_CDC_PD_CALCULATION,PROD RUN,HSCS,001,H10PY613_000,HR-10-PY: CDC Calculations / Updates,SHRPY_10
H10PY615,Y0100198,H10PY615_001,HSCS,001,H10PY615_001,,SHRPY_10
H10PY617,ZHRPAU_10_AUTOMATE_TERMS,H10PY617_001,HSCS,001,H10PY617_001,,SHRPY_10
H10PY621,ZUNIXCPY,H10PY621_001,HSCS,001,H10PY621_001,,SHRPY_10
H10PY624,ZUNIXCPY,H10PY624_001,HSCS,001,H10PY624_001,,SHRPY_10
H10PY630,ZUNIXCPY,H10PY630_001,HSCS,001,H10PY630_001,,SHRPY_10
H10PY631,ZUNIXCPY,H10PY631_001,HSCS,001,H10PY631_001,,SHRPY_10
H10PY632,ZHRPYI_10_FD_PENSION_OUTBOUND,H10PY632_001,HSCS,001,H10PY632_001,Fidelity - Pensionable Earnings,SHRPY_10
H10PY636,ZHRPYI_10_FD_CDC_OUT,H10PY636_001,HSCS,001,H10PY636-001,,SHRPY_10
