NAME,NEWNAME
UNKNOWN_OS,AgentOS
PHLPRDCCTASK01_OS,AgentOS
PHLPRDSMPROC01_FILE_TRANS,AgentOS
CS14_FILE_TRANS,AgentOS
PHLDEVSMPROC01_FILE_TRANS,AgentOS
PHLPRDCCTASK01_FILE_TRANS,AgentOS
PHLDEVSMPROC01_OS,AgentOS
PHLPRDSMPROC01_OS,AgentOS
PHLPRDSMPROC01_FILEWATCH,AgentOS
PHLEDI01_OS,AgentOS
PHLPRDEDI01_FILE_TRANS,AgentOS
PHLEDI02_OS,AgentOS
PHLPRDEDI01_OS,AgentOS
CS14_OS,AgentOS
